index,city,type,county,state,lat,lng,uv_index,aqi,category,dominant_pollutant,date,temperature,cloud,pressure,wind(speed),rain
321,Placentia,City,Orange,california,33.8710729,-117.8627548,3.04,59,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.18,1,1015.0,0.83,0.0
322,Placerville,City,El Dorado,california,38.7296252,-120.798546,1.94,38,Good air quality,pm25,2018-12-01 06:06:27+00,9.82,1,1018.0,3.6,0.51
323,Pleasant Hill,City,Contra Costa,california,37.9479786,-122.0607963,2.0,56,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.55,1,1020.0,2.1,1.14
324,Pleasanton,City,Alameda,california,37.6624312,-121.8746789,2.07,52,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.61,1,1020.0,2.1,1.05
325,Plymouth,City,Amador,california,38.4818531,-120.844659,1.97,34,Good air quality,pm25,2018-12-01 06:06:27+00,10.51,1,1018.0,3.6,0.0
326,Point Arena,City,Mendocino,california,38.908798,-123.6930726,1.78,36,Good air quality,pm25,2018-12-01 06:06:27+00,10.0,90,1018.0,1.5,0.0
327,Pomona,City,Los Angeles,california,34.055103,-117.7499909,3.06,65,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.19,1,1016.0,0.53,0.0
328,Port Hueneme,City,Ventura,california,34.1477829,-119.1951074,2.96,55,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.6,40,1016.0,3.6,0.0
329,Porterville,City,Tulare,california,36.06523,-119.0167679,2.58,115,Unhealthy for sensitive groups air quality,pm25,2018-12-01 06:06:27+00,12.33,90,1019.0,0.88,0.0
330,Portola,City,Plumas,california,39.8104567,-120.4691034,1.86,71,Moderate air quality,pm25,2018-12-01 06:06:27+00,4.38,1,1015.0,4.1,0.25
331,Portola Valley,Town,San Mateo,california,37.3841066,-122.2352443,2.12,35,Good air quality,pm25,2018-12-01 06:06:27+00,13.58,1,1020.0,2.1,1.02
332,Poway,City,San Diego,california,32.9628232,-117.0358646,3.4,39,Good air quality,pm25,2018-12-01 06:06:27+00,17.15,40,1016.0,2.6,0.0
333,Rancho Cordova,City,Sacramento,california,38.5890723,-121.302728,1.87,55,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.01,1,1019.0,2.6,0.0
334,Rancho Cucamonga,City,San Bernardino,california,34.1063989,-117.5931084,3.06,51,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.24,1,1016.0,2.1,0.0
335,Rancho Mirage,City,Riverside,california,33.739744,-116.41279,3.24,38,Good air quality,o3,2018-12-01 06:06:27+00,17.08,1,1016.0,1.11,0.0
336,Rancho Palos Verdes,City,Los Angeles,california,33.7444613,-118.3870173,3.13,39,Good air quality,pm25,2018-12-01 06:06:27+00,17.42,1,1015.0,2.6,0.0
337,Rancho Santa Margarita,City,Orange,california,33.640171,-117.602832,3.17,44,Good air quality,pm25,2018-12-01 06:06:27+00,17.02,1,1016.0,0.83,0.0
338,Red Bluff,City,Tehama,california,40.1784886,-122.2358302,1.62,44,Good air quality,pm25,2018-12-01 06:06:27+00,12.47,90,1017.0,1.5,0.0
339,Redding,City,Shasta,california,40.5865396,-122.3916754,1.53,86,Moderate air quality,pm25,2018-12-01 06:06:27+00,9.9,90,1016.0,2.1,0.0
340,Redlands,City,San Bernardino,california,34.0555693,-117.1825381,3.1,69,Moderate air quality,pm25,2018-12-01 06:06:27+00,15.68,1,1016.0,0.71,0.0
341,Redondo Beach,City,Los Angeles,california,33.8491816,-118.3884078,3.05,63,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.42,1,1015.0,2.6,0.0
342,Redwood City,City,San Mateo,california,37.4852152,-122.2363548,2.12,54,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.07,1,1020.0,2.1,1.14
343,Reedley,City,Fresno,california,36.5963395,-119.4504029,2.46,79,Moderate air quality,pm25,2018-12-01 06:06:27+00,11.84,1,1018.0,1.91,0.0
344,Rialto,City,San Bernardino,california,34.1064001,-117.3703235,3.03,66,Moderate air quality,pm25,2018-12-01 06:06:27+00,16.48,1,1016.0,0.53,0.0
345,Richmond,City,Contra Costa,california,37.9357576,-122.3477486,1.97,64,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.43,1,1020.0,2.1,1.17
346,Ridgecrest,City,Kern,california,35.6224561,-117.6708966,2.77,49,Good air quality,pm25,2018-12-01 06:06:27+00,16.1,1,1013.0,2.6,0.0
347,Rio Dell,City,Humboldt,california,40.4993013,-124.1064369,1.56,26,Good air quality,o3,2018-12-01 06:06:27+00,8.38,75,1017.0,4.6,0.0
348,Rio Vista,City,Solano,california,38.1557502,-121.6913439,1.94,55,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.98,1,1019.0,2.1,0.89
349,Ripon,City,San Joaquin,california,37.7394537,-121.1354141,2.09,56,Moderate air quality,pm25,2018-12-01 06:06:27+00,11.33,1,1019.0,3.1,2.46
350,Riverbank,City,Stanislaus,california,37.7360396,-120.9354895,2.11,57,Moderate air quality,pm25,2018-12-01 06:06:27+00,10.78,1,1019.0,1.5,2.42
351,Riverside,City,Riverside,california,33.9806005,-117.3754942,3.08,76,Moderate air quality,pm25,2018-12-01 06:06:27+00,16.74,1,1016.0,0.53,0.0
352,Rocklin,City,Placer,california,38.7907339,-121.2357828,1.87,59,Moderate air quality,pm25,2018-12-01 06:06:27+00,11.23,1,1018.0,3.6,0.51
353,Rohnert Park,City,Sonoma,california,38.3396367,-122.7010984,1.88,29,Good air quality,o3,2018-12-01 06:06:27+00,14.9,1,1019.0,1.01,0.0
354,Rolling Hills,City,Los Angeles,california,33.7569615,-118.3539613,3.05,39,Good air quality,pm25,2018-12-01 06:06:27+00,17.42,1,1015.0,2.6,0.0
355,Rolling Hills Estates,City,Los Angeles,california,33.7877943,-118.3581284,3.05,53,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.42,1,1015.0,2.6,0.0
356,Rosemead,City,Los Angeles,california,34.0805651,-118.072846,3.0,64,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.37,20,1015.0,1.46,0.0
357,Roseville,City,Placer,california,38.7521235,-121.2880059,1.83,57,Moderate air quality,pm25,2018-12-01 06:06:27+00,11.22,1,1018.0,3.6,0.51
358,Ross,Town,Marin,california,37.9624239,-122.5549775,1.96,37,Good air quality,pm25,2018-12-01 06:06:27+00,14.63,20,1020.0,3.1,0.51
359,Sacramento,City,Sacramento,california,38.5815719,-121.4943996,1.87,63,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.0,1,1019.0,2.1,0.0
360,St. Helena,City,Napa,california,38.5052429,-122.4703868,1.86,38,Good air quality,pm25,2018-12-01 06:06:27+00,14.75,1,1019.0,1.01,0.0
361,Salinas,City,Monterey,california,36.6777372,-121.6555013,2.32,58,Moderate air quality,pm25,2018-12-01 06:06:27+00,12.02,1,1020.0,3.38,0.38
362,San Anselmo,Town,Marin,california,37.9746458,-122.5616448,1.96,37,Good air quality,pm25,2018-12-01 06:06:27+00,14.63,20,1020.0,3.1,0.51
363,San Bernardino,City,San Bernardino,california,34.1083449,-117.2897652,3.03,62,Moderate air quality,pm25,2018-12-01 06:06:27+00,16.22,1,1016.0,0.71,0.0
364,San Bruno,City,San Mateo,california,37.6304904,-122.4110835,2.04,65,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.15,20,1020.0,3.1,1.14
365,San Carlos,City,San Mateo,california,37.5071591,-122.2605222,2.04,58,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.07,1,1020.0,2.1,1.14
366,San Clemente,City,Orange,california,33.4273521,-117.6126004,3.2,56,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.42,1,1016.0,0.83,0.0
367,San Diego,City,San Diego,california,32.715738,-117.1610838,3.47,84,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.27,40,1016.0,2.6,0.0
368,San Dimas,City,Los Angeles,california,34.1066756,-117.8067257,3.02,63,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.19,1,1016.0,0.53,0.0
369,San Fernando,City,Los Angeles,california,34.2819461,-118.4389719,3.0,65,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.03,1,1015.0,2.1,0.0
370,San Francisco,City and county,San Francisco,california,37.7749295,-122.4194155,1.97,65,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.23,20,1020.0,3.1,1.14
371,San Gabriel,City,Los Angeles,california,34.0961111,-118.1058333,3.0,63,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.37,1,1015.0,2.1,0.0
372,San Jacinto,City,Riverside,california,33.7839084,-116.958635,3.16,61,Moderate air quality,pm25,2018-12-01 06:06:27+00,16.29,1,1016.0,0.91,0.0
373,San Joaquin,City,Fresno,california,36.6066162,-120.1890447,2.39,64,Moderate air quality,pm25,2018-12-01 06:06:27+00,11.73,1,1018.0,3.91,0.0
374,San Jose,City,Santa Clara,california,37.3382082,-121.8863286,2.12,58,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.35,1,1020.0,2.1,1.02
375,San Juan Bautista,City,San Benito,california,36.8455108,-121.5379974,2.25,23,Good air quality,o3,2018-12-01 06:06:27+00,12.13,1,1020.0,3.38,0.59
376,San Juan Capistrano,City,Orange,california,33.5019027,-117.6627655,3.17,61,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.01,1,1016.0,0.83,0.0
377,San Leandro,City,Alameda,california,37.7249296,-122.1560768,2.03,51,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.14,1,1020.0,2.1,1.14
378,San Luis Obispo,City,San Luis Obispo,california,35.2827524,-120.6596156,2.71,20,Good air quality,o3,2018-12-01 06:06:27+00,14.59,1,1019.0,1.93,0.0
379,San Marcos,City,San Diego,california,33.1433723,-117.1661449,3.33,47,Good air quality,pm25,2018-12-01 06:06:27+00,17.15,40,1016.0,2.6,0.0
380,San Marino,City,Los Angeles,california,34.121397,-118.1064585,3.0,63,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.05,1,1015.0,2.1,0.0
381,San Mateo,City,San Mateo,california,37.5629917,-122.3255254,2.04,66,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.15,1,1020.0,2.1,1.14
382,San Pablo,City,Contra Costa,california,37.9621457,-122.3455263,1.97,61,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.6,1,1020.0,2.1,1.17
383,San Rafael,City,Marin,california,37.9735346,-122.5310874,1.96,59,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.63,20,1020.0,3.1,0.51
384,San Ramon,City,Contra Costa,california,37.7799273,-121.9780153,2.02,53,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.11,1,1020.0,2.1,1.05
385,Sand City,City,Monterey,california,36.6171819,-121.8482855,2.31,25,Good air quality,pm25,2018-12-01 06:06:27+00,12.03,1,1020.0,4.1,0.38
386,Sanger,City,Fresno,california,36.708006,-119.5559652,2.44,73,Moderate air quality,pm25,2018-12-01 06:06:27+00,11.74,1,1018.0,1.91,0.0
387,Santa Ana,City,Orange,california,33.7454725,-117.867653,3.12,68,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.16,20,1015.0,2.1,0.0
388,Santa Barbara,City,Santa Barbara,california,34.4208305,-119.6981901,2.92,57,Moderate air quality,pm25,2018-12-01 06:06:27+00,16.7,1,1018.0,4.1,0.0
389,Santa Clara,City,Santa Clara,california,37.3541079,-121.9552356,2.12,56,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.63,1,1020.0,2.1,1.02
390,Santa Clarita,City,Los Angeles,california,34.3916641,-118.542586,2.97,30,Good air quality,o3,2018-12-01 06:06:27+00,16.79,1,1015.0,2.1,0.0
391,Santa Cruz,City,Santa Cruz,california,36.9741171,-122.0307963,2.23,56,Moderate air quality,pm25,2018-12-01 06:06:27+00,12.53,1,1020.0,2.1,0.89
392,Santa Fe Springs,City,Los Angeles,california,33.9472359,-118.0853451,3.05,58,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.36,20,1015.0,1.46,0.0
393,Santa Maria,City,Santa Barbara,california,34.9530337,-120.4357191,2.8,47,Good air quality,pm25,2018-12-01 06:06:27+00,15.01,1,1018.0,4.6,0.0
394,Santa Monica,City,Los Angeles,california,34.0194543,-118.4911912,2.98,73,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.39,20,1015.0,3.1,0.0
395,Santa Paula,City,Ventura,california,34.3541659,-119.0592705,2.95,58,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.15,40,1016.0,3.6,0.0
396,Santa Rosa,City,Sonoma,california,38.440429,-122.7140548,1.88,57,Moderate air quality,pm25,2018-12-01 06:06:27+00,15.0,1,1019.0,4.26,0.0
397,Santee,City,San Diego,california,32.8383828,-116.9739167,3.46,60,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.25,40,1016.0,2.6,0.0
398,Saratoga,City,Santa Clara,california,37.2638324,-122.0230146,2.12,41,Good air quality,pm25,2018-12-01 06:06:27+00,13.38,1,1020.0,2.1,1.02
399,Sausalito,City,Marin,california,37.8590937,-122.4852507,1.97,44,Good air quality,pm25,2018-12-01 06:06:27+00,14.52,20,1020.0,3.1,1.17
400,Scotts Valley,City,Santa Cruz,california,37.0510595,-122.0146841,2.19,29,Good air quality,o3,2018-12-01 06:06:27+00,12.89,1,1020.0,2.1,0.76
401,Seal Beach,City,Orange,california,33.7414085,-118.1047682,3.13,43,Good air quality,pm25,2018-12-01 06:06:27+00,17.36,20,1015.0,5.33,0.0
402,Seaside,City,Monterey,california,36.6149217,-121.822098,2.31,46,Good air quality,pm25,2018-12-01 06:06:27+00,12.03,1,1020.0,4.1,0.38
403,Sebastopol,City,Sonoma,california,38.4021359,-122.8238806,1.87,49,Good air quality,pm25,2018-12-01 06:06:27+00,15.0,1,1019.0,4.26,0.0
404,Selma,City,Fresno,california,36.5707838,-119.6120765,2.44,82,Moderate air quality,pm25,2018-12-01 06:06:27+00,11.73,1,1018.0,1.91,0.0
405,Shafter,City,Kern,california,35.5005139,-119.2717761,2.65,105,Unhealthy for sensitive groups air quality,pm25,2018-12-01 06:06:27+00,13.04,75,1019.0,1.78,0.0
406,Shasta Lake,City,Shasta,california,40.6804279,-122.3708419,1.53,64,Moderate air quality,pm25,2018-12-01 06:06:27+00,9.97,75,1016.0,1.5,0.0
407,Sierra Madre,City,Los Angeles,california,34.1616729,-118.0528456,3.0,65,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.05,1,1015.0,2.1,0.0
408,Signal Hill,City,Los Angeles,california,33.8044614,-118.1678456,3.05,61,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.36,1,1015.0,3.1,0.0
409,Simi Valley,City,Ventura,california,34.2694474,-118.781482,2.95,34,Good air quality,o3,2018-12-01 06:06:27+00,17.14,40,1016.0,3.6,0.0
410,Solana Beach,City,San Diego,california,32.991155,-117.2711481,3.42,57,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.27,40,1016.0,2.6,0.0
411,Soledad,City,Monterey,california,36.424687,-121.3263187,2.44,57,Moderate air quality,pm25,2018-12-01 06:06:27+00,11.6,1,1020.0,1.91,0.51
412,Solvang,City,Santa Barbara,california,34.5958201,-120.1376481,2.87,29,Good air quality,pm25,2018-12-01 06:06:27+00,15.83,1,1018.0,4.6,0.0
413,Sonoma,City,Sonoma,california,38.291859,-122.4580356,1.9,52,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.7,1,1019.0,1.01,0.25
414,Sonora,City,Tuolumne,california,37.9829496,-120.3821724,2.13,76,Moderate air quality,pm25,2018-12-01 06:06:27+00,8.78,1,1019.0,1.56,4.32
415,South El Monte,City,Los Angeles,california,34.0519548,-118.0467339,3.0,63,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.37,1,1015.0,1.46,0.0
416,South Gate,City,Los Angeles,california,33.954737,-118.2120161,3.05,67,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.36,1,1015.0,2.6,0.0
417,South Lake Tahoe,City,El Dorado,california,38.939926,-119.9771868,2.11,34,Good air quality,o3,2018-12-01 06:06:27+00,2.1,1,1016.0,1.23,0.25
418,South Pasadena,City,Los Angeles,california,34.1161196,-118.1503488,3.0,66,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.05,1,1015.0,2.1,0.0
419,South San Francisco,City,San Mateo,california,37.654656,-122.4077498,2.04,64,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.15,20,1020.0,3.1,1.14
420,Stanton,City,Orange,california,33.8028875,-117.9931203,3.04,53,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.18,20,1015.0,5.33,0.0
421,Stockton,City,San Joaquin,california,37.9577016,-121.2907796,2.01,77,Moderate air quality,pm25,2018-12-01 06:06:27+00,12.08,1,1019.0,3.1,2.46
422,Suisun City,City,Solano,california,38.2382474,-122.040244,1.94,37,Good air quality,pm25,2018-12-01 06:06:27+00,14.55,1,1019.0,2.1,1.01
423,Sunnyvale,City,Santa Clara,california,37.36883,-122.0363496,2.12,57,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.69,1,1020.0,2.1,1.02
424,Susanville,City,Lassen,california,40.4162842,-120.6530063,1.73,51,Moderate air quality,pm25,2018-12-01 06:06:27+00,5.0,40,1015.0,3.1,0.0
425,Sutter Creek,City,Amador,california,38.3929675,-120.8024357,1.97,57,Moderate air quality,pm25,2018-12-01 06:06:27+00,10.07,1,1018.0,1.5,0.51
426,Taft,City,Kern,california,35.1424671,-119.4565078,2.77,75,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.4,20,1018.0,2.1,0.0
427,Tehachapi,City,Kern,california,35.1321877,-118.4489739,2.95,51,Moderate air quality,pm25,2018-12-01 06:06:27+00,12.64,1,1014.0,11.8,0.0
428,Tehama,City,Tehama,california,40.0271015,-122.1233228,1.62,21,Good air quality,pm25,2018-12-01 06:06:27+00,12.47,90,1017.0,1.5,0.0
429,Temecula,City,Riverside,california,33.4936391,-117.1483648,3.24,53,Moderate air quality,pm25,2018-12-01 06:06:27+00,16.7,1,1016.0,0.91,0.0
430,Temple City,City,Los Angeles,california,34.1072305,-118.0578456,3.0,56,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.37,1,1015.0,1.46,0.0
431,Thousand Oaks,City,Ventura,california,34.1705609,-118.8375937,3.0,60,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.14,40,1016.0,3.6,0.0
432,Tiburon,Town,Marin,california,37.8735377,-122.4566392,1.97,56,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.52,20,1020.0,3.1,1.17
433,Torrance,City,Los Angeles,california,33.8358492,-118.3406288,3.05,49,Good air quality,pm25,2018-12-01 06:06:27+00,17.36,1,1015.0,2.6,0.0
434,Tracy,City,San Joaquin,california,37.7396513,-121.4252227,2.09,70,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.48,1,1019.0,3.1,1.52
435,Trinidad,City,Humboldt,california,41.059291,-124.1431246,1.43,22,Good air quality,o3,2018-12-01 06:06:27+00,8.51,75,1015.0,5.1,0.0
436,Truckee,Town,Nevada,california,39.327962,-120.1832533,1.98,53,Moderate air quality,pm25,2018-12-01 06:06:27+00,1.87,1,1016.0,1.13,0.25
437,Tulare,City,Tulare,california,36.2077288,-119.3473379,2.56,117,Unhealthy for sensitive groups air quality,pm25,2018-12-01 06:06:27+00,12.37,90,1019.0,2.11,0.0
438,Tulelake,City,Siskiyou,california,41.9559884,-121.4774916,1.41,52,Moderate air quality,pm25,2018-12-01 06:06:27+00,1.1,75,1011.0,4.6,0.0
439,Turlock,City,Stanislaus,california,37.4946568,-120.8465941,2.17,82,Moderate air quality,pm25,2018-12-01 06:06:27+00,10.74,1,1019.0,2.1,2.42
440,Tustin,City,Orange,california,33.7420005,-117.8236391,3.12,37,Good air quality,pm25,2018-12-01 06:06:27+00,17.06,1,1016.0,0.83,0.0
441,Twentynine Palms,City,San Bernardino,california,34.1355582,-116.0541689,3.11,45,Good air quality,o3,2018-12-01 06:06:27+00,15.6,1,1017.0,2.6,0.0
442,Ukiah,City,Mendocino,california,39.1501709,-123.2077831,1.77,61,Moderate air quality,pm25,2018-12-01 06:06:27+00,10.0,90,1018.0,1.5,0.0
443,Union City,City,Alameda,california,37.5933918,-122.0438298,2.03,47,Good air quality,pm25,2018-12-01 06:06:27+00,13.72,1,1020.0,2.1,1.14
444,Upland,City,San Bernardino,california,34.09751,-117.6483876,3.06,57,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.23,1,1016.0,2.1,0.0
445,Vacaville,City,Solano,california,38.3565773,-121.9877444,1.89,63,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.96,1,1019.0,2.1,0.0
446,Vallejo,City,Solano,california,38.1040864,-122.2566367,1.92,61,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.61,1,1020.0,2.1,0.51
447,Ventura,City,Ventura,california,34.2804923,-119.2945199,2.94,58,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.59,1,1016.0,5.96,0.0
448,Vernon,City,Los Angeles,california,34.003903,-118.230073,3.0,69,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.36,1,1015.0,2.6,0.0
449,Victorville,City,San Bernardino,california,34.5362184,-117.2927641,2.98,58,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.61,75,1015.0,5.1,0.0
450,Villa Park,City,Orange,california,33.8140062,-117.8220723,3.04,54,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.1,1,1016.0,0.83,0.0
451,Visalia,City,Tulare,california,36.3302284,-119.2920585,2.51,117,Unhealthy for sensitive groups air quality,pm25,2018-12-01 06:06:27+00,11.97,90,1019.0,1.91,0.0
452,Vista,City,San Diego,california,33.2000368,-117.2425355,3.33,54,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.26,1,1016.0,1.21,0.0
453,Walnut,City,Los Angeles,california,34.0202894,-117.8653386,3.02,57,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.18,1,1015.0,0.53,0.0
454,Walnut Creek,City,Contra Costa,california,37.9100783,-122.0651819,2.0,57,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.34,1,1020.0,2.1,1.14
455,Wasco,City,Kern,california,35.5941238,-119.3409457,2.65,90,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.06,75,1019.0,1.78,0.0
456,Waterford,City,Stanislaus,california,37.6413202,-120.7604834,2.11,73,Moderate air quality,pm25,2018-12-01 06:06:27+00,9.96,1,1019.0,2.1,2.42
457,Watsonville,City,Santa Cruz,california,36.910231,-121.7568946,2.23,56,Moderate air quality,pm25,2018-12-01 06:06:27+00,12.35,1,1020.0,1.36,0.89
458,Weed,City,Siskiyou,california,41.4226498,-122.3861269,1.48,61,Moderate air quality,pm25,2018-12-01 06:06:27+00,5.39,90,1013.0,2.6,0.0
459,West Covina,City,Los Angeles,california,34.0686208,-117.9389526,3.02,67,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.18,1,1015.0,1.46,0.0
460,West Hollywood,City,Los Angeles,california,34.0900091,-118.3617443,2.98,66,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.43,1,1015.0,2.1,0.0
461,West Sacramento,City,Yolo,california,38.5804609,-121.530234,1.86,54,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.0,1,1019.0,2.1,0.0
462,Westlake Village,City,Los Angeles,california,34.1466467,-118.8073729,3.0,40,Good air quality,pm25,2018-12-01 06:06:27+00,17.14,40,1016.0,3.6,0.0
463,Westminster,City,Orange,california,33.7591757,-117.9897058,3.04,56,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.18,20,1015.0,5.33,0.0
464,Westmorland,City,Imperial,california,33.0372674,-115.6213817,3.28,80,Moderate air quality,pm25,2018-12-01 06:06:27+00,20.68,1,1014.0,7.7,0.0
465,Wheatland,City,Yuba,california,39.0098946,-121.4230133,1.8,41,Good air quality,pm25,2018-12-01 06:06:27+00,12.49,1,1017.0,3.1,0.0
466,Whittier,City,Los Angeles,california,33.9791793,-118.032844,3.05,60,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.58,1,1015.0,1.46,0.0
467,Wildomar,City,Riverside,california,33.5989126,-117.2800372,3.19,35,Good air quality,o3,2018-12-01 06:06:27+00,16.72,1,1016.0,0.91,0.0
468,Williams,City,Colusa,california,39.1546137,-122.1494187,1.76,68,Moderate air quality,pm25,2018-12-01 06:06:27+00,14.29,1,1018.0,2.1,0.0
469,Willits,City,Mendocino,california,39.4096079,-123.3555656,1.73,44,Good air quality,pm25,2018-12-01 06:06:27+00,10.0,90,1018.0,1.5,0.0
470,Willows,City,Glenn,california,39.5243265,-122.1935931,1.69,55,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.9,20,1018.0,2.6,0.0
471,Windsor,Town,Sonoma,california,38.5471327,-122.8163802,1.83,40,Good air quality,pm25,2018-12-01 06:06:27+00,15.0,1,1019.0,4.26,0.0
472,Winters,City,Yolo,california,38.5249065,-121.9708017,1.85,56,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.97,1,1019.0,2.1,0.0
473,Woodlake,City,Tulare,california,36.4135605,-119.0987176,2.53,84,Moderate air quality,pm25,2018-12-01 06:06:27+00,11.66,90,1019.0,1.91,0.0
474,Woodland,City,Yolo,california,38.6785157,-121.7732971,1.85,71,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.98,1,1019.0,2.1,0.0
475,Woodside,Town,San Mateo,california,37.4299388,-122.2538557,2.1,51,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.58,1,1020.0,2.1,1.02
476,Yorba Linda,City,Orange,california,33.8885035,-117.8132571,3.04,57,Moderate air quality,pm25,2018-12-01 06:06:27+00,17.18,1,1016.0,2.1,0.0
477,Yountville,Town,Napa,california,38.4015781,-122.3608105,1.9,30,Good air quality,pm25,2018-12-01 06:06:27+00,14.75,1,1019.0,1.01,0.0
478,Yreka,City,Siskiyou,california,41.7354186,-122.6344709,1.41,56,Moderate air quality,pm25,2018-12-01 06:06:27+00,5.45,75,1013.0,1.03,0.0
479,Yuba City,City,Sutter,california,39.1404477,-121.6169108,1.78,58,Moderate air quality,pm25,2018-12-01 06:06:27+00,13.4,1,1017.0,3.1,0.0
480,Yucaipa,City,San Bernardino,california,34.033625,-117.0430865,3.1,58,Moderate air quality,pm25,2018-12-01 06:06:27+00,15.68,1,1016.0,0.71,0.0
481,Yucca Valley,Town,San Bernardino,california,34.1141743,-116.432235,3.13,48,Good air quality,o3,2018-12-01 06:06:27+00,15.6,1,1017.0,2.6,0.0
